Doc_Index,Title,Dominant_Topic,Dominant_Prob,Topic_0_Prob,Topic_1_Prob,Topic_2_Prob,Topic_3_Prob,Topic_4_Prob,Topic_5_Prob,Topic_6_Prob,Topic_7_Prob,Topic_8_Prob,Topic_9_Prob
654,Bridging the intention-behavior gap in academic entrepreneurship: the impact of training on faculty ,0,0.9341,0.9341,0.0007,0.0007,0.06,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
655,Research on factors influencing the academic entrepreneurial ability of teachers in the digital age:,0,0.9912,0.9912,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
656,ENTREPRENEURSHIP AS A CAREER PATH FOR PHD HOLDERS IN SLOVAKIA?,0,0.9914,0.9914,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
657,Exploring Academic Entrepreneurship: A Case Study at Universiti Kebangsaan Malaysia,0,0.992,0.992,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
658,"On the nexus among complex adaptive systems, academic entrepreneurship and international research co",0,0.9605,0.9605,0.001,0.0167,0.0155,0.001,0.001,0.001,0.001,0.001,0.001
659,Micro-transitions and work identity: The case of academic entrepreneurs,0,0.9922,0.9922,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
660,Higher education and the marketization of compulsory schooling: english universities and academy spo,0,0.6687,0.6687,0.0017,0.0017,0.0017,0.0017,0.3175,0.0017,0.0017,0.0017,0.0017
661,Sculpting an Organisational Field,0,0.6301,0.6301,0.0012,0.0012,0.0012,0.0012,0.3605,0.0012,0.0012,0.0012,0.0012
662,Licensing life: The evolution of Stanford university's technology transfer practice,0,0.9016,0.9016,0.0012,0.0012,0.0012,0.0012,0.0889,0.0012,0.0012,0.0012,0.0012
663,Skilled unemployment and the creation of academic spin-offs: a recession-push hypothesis,5,0.6514,0.1277,0.0013,0.0013,0.2116,0.0013,0.6514,0.0013,0.0013,0.0013,0.0013
664,From ecosystem to community. Combining entrepreneurship and university engagement in an open innovat,0,0.8349,0.8349,0.0015,0.0015,0.0015,0.0015,0.1531,0.0015,0.0015,0.0015,0.0015
665,A firm perspective on commercializing university technology,5,0.8067,0.1828,0.0013,0.0013,0.0013,0.0013,0.8067,0.0013,0.0013,0.0013,0.0013
666,Cross-border Collaboration Strategies in Academic Entrepreneurship of New R&D Institutions: Insights,0,0.9242,0.9242,0.0015,0.0015,0.0639,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
667,Entrepreneurial universities and intrapreneurship: A process model on the emergence of an intraprene,0,0.9866,0.9866,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
668,Cross-faculty proximity and academic entrepreneurship: the role of business schools,0,0.8201,0.8201,0.0014,0.0014,0.0014,0.0014,0.1686,0.0014,0.0014,0.0014,0.0014
669,Comparing academic entrepreneurship in Europe - The case of Sweden and Ireland,0,0.6828,0.6828,0.0012,0.0012,0.0012,0.0012,0.3073,0.0012,0.0012,0.0012,0.0012
670,Engineering professors as entrepreneurs: the case of Franz Reuleaux (1829-1905) and Alois Riedler (1,5,0.6763,0.2889,0.0018,0.0221,0.0018,0.0018,0.6763,0.0018,0.0018,0.0018,0.0018
671,Knowledge Creates Markets: The influence of entrepreneurial support and patent rights on academic en,5,0.9373,0.0532,0.0012,0.0012,0.0012,0.0012,0.9373,0.0012,0.0012,0.0012,0.0012
672,Entrepreneurial Orientation in Universities: A Systematic Literature Review,0,0.9277,0.9277,0.0016,0.0016,0.0016,0.0016,0.0598,0.0016,0.0016,0.0016,0.0016
673,Academic spin-offs in an African emerging market context,0,0.6298,0.6298,0.0012,0.0012,0.2234,0.0012,0.1383,0.0012,0.0012,0.0012,0.0012
674,Academic entrepreneurship in China: individual human capital and institutional context in higher edu,0,0.8846,0.8846,0.0013,0.0013,0.0013,0.0013,0.1054,0.0013,0.0013,0.0013,0.0013
675,Impact of digital technologies on entrepreneurship: Taking stock and looking forward,0,0.9868,0.9868,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
676,The Individual Environment Nexus: Impact of Promotion Focus and the Environment on Academic Scientis,0,0.9836,0.9836,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
677,Academic entrepreneurship: A bibliometric engagement model,0,0.9001,0.9001,0.0018,0.0018,0.0018,0.0018,0.0857,0.0018,0.0018,0.0018,0.0018
678,The Peripheral Halo Effect: Do Academic Spinoffs Influence Universities' Research Income?,0,0.5407,0.5407,0.0017,0.0017,0.4457,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
679,Contextualizing Lean Startup and Alternative Approaches for New Venture Creation: Introducing the Sp,0,0.5055,0.5055,0.0012,0.4852,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
680,The role of creativity in the context of academic entrepreneurship,0,0.9852,0.9852,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
681,The effectiveness of university regulations to foster science-based entrepreneurship,5,0.6164,0.264,0.0015,0.0015,0.1092,0.0015,0.6164,0.0015,0.0015,0.0015,0.0015
682,'Deploy or die': The role of design in supporting entrepreneurial processes at the MIT Media Lab,0,0.9915,0.9915,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
683,Gender and the commercialization of university science: academic founders of spinout companies,0,0.4658,0.4658,0.0008,0.0008,0.3916,0.0008,0.1371,0.0008,0.0008,0.0008,0.0008
684,Fostering healthcare innovation: a qualitative study of dental implant product development by Thai u,0,0.9936,0.9936,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
685,Impact of Self-Regulated Learning on Entrepreneurial Opportunity Recognition and Academic Entreprene,0,0.8466,0.8466,0.0008,0.0008,0.0008,0.0008,0.1472,0.0008,0.0008,0.0008,0.0008
686,The gender dimension in knowledge and technology transfer - the German case,0,0.7326,0.7326,0.001,0.001,0.2596,0.001,0.001,0.001,0.001,0.001,0.001
687,"A Comparative Analysis of Academic Entrepreneurship Research: The Cases of Bulgaria, Malta, and Turk",0,0.9935,0.9935,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
688,Gender diversity in academic entrepreneurship: Social impact motives and the NSF I-corps program,0,0.857,0.857,0.0008,0.0008,0.1365,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
689,Entrepreneurship in and around academia: evidence from Russia,0,0.9333,0.9333,0.0009,0.0009,0.0009,0.0009,0.0596,0.0009,0.0009,0.0009,0.0009
690,Connecting universities with entrepreneurship through digital learning platform: functional requirem,0,0.9919,0.9919,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
691,Can Perceived Support for Entrepreneurship Keep Great Faculty in the Face of Spinouts?,0,0.7685,0.7685,0.0008,0.0008,0.0008,0.0008,0.2248,0.0008,0.0008,0.0008,0.0008
692,"A Model of Academic Community Entrepreneurship (ACE): Initiation, Innovation, and Impacts of PICMET",0,0.9747,0.9747,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.018,0.0009
693,"Characteristics, enablers and barriers affecting entrepreneurial behaviour for academics in low- and",0,0.9885,0.9885,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
694,"Logics, Leaders, Lab Coats: A Multi-Level Study on How Institutional Logics are Linked to Entreprene",0,0.9873,0.9873,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
695,Government Support Programmes to Promote Academic Entrepreneurship: A Principal-Agent Perspective,0,0.989,0.989,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
696,"Chasing Phantoms? Innovation policy, higher education and the pursuit of a knowledge economy in Hong",0,0.5334,0.5334,0.0015,0.0015,0.0015,0.0015,0.4548,0.0015,0.0015,0.0015,0.0015
697,Of Horses and Jockeys: Perceptions by Academic Entrepreneurs,0,0.6683,0.6683,0.0017,0.0017,0.0017,0.0017,0.3183,0.0017,0.0017,0.0017,0.0017
698,Academics and entrepreneurs: Enablers of hybrid identity centrality among university researchers,0,0.9882,0.9882,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
699,Academic engagement and commercialisation: A review of the literature on university-industry relatio,0,0.9151,0.9151,0.0013,0.0013,0.0013,0.0013,0.0742,0.0013,0.0013,0.0013,0.0013
700,The complementarities between formal and informal channels of university-industry knowledge transfer,0,0.5316,0.5316,0.0016,0.0016,0.0016,0.0016,0.4557,0.0016,0.0016,0.0016,0.0016
701,Accounting for universities' impact: using augmented data to measure academic engagement and commerc,0,0.9882,0.9882,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
702,Attention to Exploration: The Effect of Academic Entrepreneurship on the Production of Scientific Kn,0,0.7337,0.7337,0.0014,0.0014,0.0014,0.0014,0.2555,0.0014,0.0014,0.0014,0.0014
703,The institutional workers of biomedical science: Legitimizing academic entrepreneurship and obscurin,0,0.987,0.987,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704,RETHINKING THE COMMERCIALIZATION OF PUBLIC SCIENCE: FROM ENTREPRENEURIAL OUTCOMES TO SOCIETAL IMPACT,0,0.7634,0.7634,0.0013,0.0013,0.0013,0.0013,0.2265,0.0013,0.0013,0.0013,0.0013
705,Assessing the global landscape of entrepreneurial universities: A bibliometric perspective,0,0.9885,0.9885,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
706,THE ROLE OF H.ETZKOWITZ'S TRIPLE HELIX MODEL AND ENTREPRENEURIAL INSTITUTES IN DEVELOPMENT OF INNOVA,0,0.9471,0.9471,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059
707,Conditions for spin-off creation at Swiss universities of applied sciences - a gender sensitive appr,0,0.7204,0.7204,0.0007,0.0007,0.274,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
708,Coaching academic entrepreneurship: How to overcome the knowing-doing-gap?,0,0.9507,0.9507,0.0008,0.0008,0.0008,0.0008,0.0431,0.0008,0.0008,0.0008,0.0008
709,Entrepreneurship Intentions of Public Universities in Turkey: Going Beyond Education and Research?,0,0.9896,0.9896,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0054,0.0006
710,"Conflict between entrepreneurship and open science, and the transition of scientific norms",0,0.8819,0.8819,0.0012,0.1083,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
711,The impact of technology complexity on the financial performance of R&D projects: evidence from Sing,3,0.5359,0.1225,0.0011,0.0011,0.5359,0.0011,0.3338,0.0011,0.0011,0.0011,0.0011
712,Third Mission Goings-On and Academic Entrepreneurs in Europe,0,0.7624,0.7624,0.0013,0.0013,0.0013,0.0013,0.2274,0.0013,0.0013,0.0013,0.0013
713,"How do working conditions, network relationships, and institutional support offers effect entreprene",0,0.7901,0.7901,0.0014,0.0484,0.1521,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
714,Information and entrepreneurship: a case study with Brazilian and Canadian academic,0,0.9894,0.9894,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
715,Effect of the university's entrepreneurial orientation on the academic's entrepreneurial propensity,0,0.9792,0.9792,0.0013,0.0013,0.0013,0.0013,0.0013,0.0103,0.0013,0.0013,0.0013
716,Crowding in or crowding out: the link between academic entrepreneurship and entrepreneurial traits,0,0.5758,0.5758,0.0014,0.0188,0.0014,0.0014,0.3952,0.0014,0.0014,0.0014,0.0014
717,The technology transfer ecosystem in academia. An organizational design perspective,0,0.7548,0.7548,0.0014,0.0014,0.0014,0.0014,0.2341,0.0014,0.0014,0.0014,0.0014
718,The ivory tower approach to entrepreneurial linkage: productivity changes in university technology t,5,0.7866,0.0949,0.0012,0.0012,0.1103,0.0012,0.7866,0.0012,0.0012,0.0012,0.0012
719,How Do University-Based Incubators and Accelerators Build Dynamic Capabilities?-An Exploration From ,0,0.8755,0.8755,0.0013,0.0013,0.1144,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
720,A new focus on Academic Entrepreneurs through Social Media,0,0.9894,0.9894,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
721,Entrepreneurial Intention and Perceived Social Support From Academics-Scientists at Chilean Universi,0,0.9892,0.9892,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
722,"The impact of skills, working time allocation and peer effects on the entrepreneurial intentions of ",0,0.7774,0.7774,0.0014,0.0014,0.1002,0.0014,0.1129,0.0014,0.0014,0.0014,0.0014
723,Investigating the complexity facing academic entrepreneurs in science and engineering: the complemen,0,0.4901,0.4901,0.0013,0.0151,0.0013,0.0013,0.486,0.0013,0.0013,0.0013,0.0013
724,Entrepreneurship Education in UKM: Essential Skills for First-Year Students,0,0.995,0.995,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
725,"For what they are, not for what they bring: The signaling value of gender for financial resource acq",3,0.6764,0.0012,0.0012,0.0012,0.6764,0.0012,0.3137,0.0012,0.0012,0.0012,0.0012
726,Parallel business models and the innovativeness of research-based spin-off ventures,0,0.5957,0.5957,0.0014,0.0014,0.0014,0.0014,0.3932,0.0014,0.0014,0.0014,0.0014
727,Enablers of exit through trade sale: the case of early-stage research-based spin-offs,5,0.8618,0.1259,0.0007,0.0007,0.0007,0.0007,0.8618,0.0007,0.0007,0.0075,0.0007
728,University support and the creation of technology and non-technology academic spin-offs,5,0.4804,0.4154,0.0011,0.0011,0.0968,0.0011,0.4804,0.0011,0.0011,0.0011,0.0011
729,"Leveraging knowledge as a competitive asset? The intensity, performance and structure of universitie",0,0.7167,0.7167,0.0013,0.0013,0.273,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
730,Individual and Contextual Influences on the Start-up Inclination of Women Academics,0,0.5552,0.5552,0.0012,0.0012,0.4349,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
731,Fairly assessing unfairness: An exploration of gender disparities in informal entrepreneurship among,0,0.585,0.585,0.0012,0.0012,0.4053,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
732,Entrepreneurial education for the entrepreneurial university: a stakeholder perspective,0,0.8499,0.8499,0.001,0.001,0.001,0.001,0.1424,0.001,0.001,0.001,0.001
733,An Overview on patenting trends and technology commercialization practices in the university Technol,5,0.7133,0.2783,0.0011,0.0011,0.0011,0.0011,0.7133,0.0011,0.0011,0.0011,0.0011
734,What drives patenting and commerzialisation activity at East German universities? The role of new pu,5,0.4965,0.4944,0.0011,0.0011,0.0011,0.0011,0.4965,0.0011,0.0011,0.0011,0.0011
735,The Role of Higher Education Institutions (HEI) in Academic Spin-off Creation: A Cooperation Perspec,0,0.7284,0.7284,0.0012,0.0012,0.0012,0.0012,0.2619,0.0012,0.0012,0.0012,0.0012
736,Growth factors of research-based spin-offs and the role of venture capital investing,3,0.7215,0.0012,0.0012,0.0012,0.7215,0.0012,0.2691,0.0012,0.0012,0.0012,0.0012
737,Envisioning a national infrastructure for science - academic entrepreneurship in 1890s-1950s Norway,0,0.7179,0.7179,0.0014,0.0014,0.0014,0.0014,0.2708,0.0014,0.0014,0.0014,0.0014
738,ENTREPRENEURIAL UNIVERSITY: A KNOWLEDGE EXCHANGE PERSPECTIVE,0,0.9789,0.9789,0.0011,0.0121,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
739,"Plan S, self-publishing, and addressing unreasonable risks of society publishing",0,0.8451,0.8451,0.0026,0.0026,0.0026,0.0026,0.1338,0.0026,0.0026,0.0026,0.0026
740,How Community Context Impacts the Entrepreneurial Process at Commercialization Challenged Universiti,0,0.9735,0.9735,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029
741,"ONISEE, ENTREPRENEURIAL UNIVERSITIES IMPACT ON THE SOCIO-ECONOMIC DEVELOPMENT",0,0.9901,0.9901,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
742,Do Hybrid Goals Pay off? Social and Economic Goals in Academic Spin-Offs,0,0.6079,0.6079,0.0011,0.0011,0.3836,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
743,Academic spin-off emergence as an organization-embedded dynamic: Synthesis and research questions fr,0,0.7546,0.7546,0.0011,0.0011,0.0011,0.0011,0.2369,0.0011,0.0011,0.0011,0.0011
744,Academic Entrepreneurship: Entrepreneurial Advisors and Their Advisees' Outcomes,0,0.7395,0.7395,0.001,0.0434,0.001,0.001,0.2099,0.001,0.001,0.001,0.001
745,Linkages between entrepreneurial intentions and entrepreneurship education: new evidence on the gend,0,0.7052,0.7052,0.001,0.001,0.2869,0.001,0.001,0.001,0.001,0.001,0.001
746,The impact of globalization of university education on entrepreneurship and knowledge-based companie,0,0.99,0.99,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
747,Factors explaining the de-internationalization of academic spin-offs,0,0.4505,0.4505,0.0009,0.0009,0.0009,0.0009,0.4211,0.0009,0.0009,0.1218,0.0009
748,"Evaluating ""startup readiness"" for researchers: case studies of research-based startups with biophar",0,0.9362,0.9362,0.001,0.0558,0.001,0.001,0.001,0.001,0.001,0.001,0.001
749,THE ENTREPRENEURIAL UNIVERSITY WHEEL: A UNIVERSITY ECOSYSTEM FRAMEWORK FOR DEVELOPING COUNTRIES,0,0.9906,0.9906,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
750,DOES DIVERSITY MAKE A DIFFERENCE? THE EFFECT OF PROFILE AND DIVERSITY OF ACADEMICS ON INNOVATION PER,0,0.7143,0.7143,0.0011,0.0011,0.2773,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
751,The role of human capital in technological entrepreneurship,0,0.5046,0.5046,0.0021,0.0021,0.11,0.0021,0.3706,0.0021,0.0021,0.0021,0.0021
752,The Reinvention of Academic Entrepreneurship,0,0.7536,0.7536,0.0036,0.0036,0.0036,0.0036,0.2179,0.0036,0.0036,0.0036,0.0036
753,The impact of globalization of university education on entrepreneurship and knowledge-based companie,0,0.9901,0.9901,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
754,A review of qualitative case methods trends and themes used in technology transfer research,0,0.6842,0.6842,0.0013,0.0013,0.0013,0.0013,0.3054,0.0013,0.0013,0.0013,0.0013
755,Entrepreneurial higher education institutions: Development of the research and future directions,0,0.9832,0.9832,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.009,0.001
756,E-learning design and entrepreneurship in three European universities,0,0.9903,0.9903,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
757,The Role of Latin American Universities in Entrepreneurial Ecosystems: A Multi-Level Study of Academ,0,0.9622,0.9622,0.0008,0.0008,0.0008,0.0008,0.0315,0.0008,0.0008,0.0008,0.0008
758,Determinants of knowledge-based entrepreneurship: an exploratory approach,0,0.8979,0.8979,0.001,0.001,0.001,0.001,0.094,0.001,0.001,0.001,0.001
759,"To Own, or not to Own? A multilevel analysis of intellectual property right policies' on academic en",5,0.6607,0.3319,0.0009,0.0009,0.0009,0.0009,0.6607,0.0009,0.0009,0.0009,0.0009
760,Investigating and Communicating the Uncertainty of Effects: The Power of Graphs,0,0.5318,0.5318,0.002,0.002,0.002,0.002,0.4519,0.002,0.002,0.002,0.002
761,PRODUCTIZATION AND COMMERCIALIZATION OF IT-ENABLED HIGHER EDUCATION IN COMPUTER SCIENCE: A SYSTEMATI,0,0.9679,0.9679,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036
762,Does academic entrepreneurship pay?,5,0.6223,0.3541,0.0029,0.0029,0.0029,0.0029,0.6223,0.0029,0.0029,0.0029,0.0029
763,Economic globalisation and its future challenges for regional development,0,0.6639,0.6639,0.0024,0.0024,0.3166,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024
764,Entrepreneurial universities and entrepreneurship in education,0,0.9827,0.9827,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019
765,Reconciling Resource-Based View and Competency-Based View of Start-Up Formation in Universities,3,0.5259,0.4665,0.001,0.001,0.5259,0.001,0.001,0.001,0.001,0.001,0.001
766,What are the trade-offs of academic entrepreneurship? An investigation on the Italian case,5,0.9904,0.0011,0.0011,0.0011,0.0011,0.0011,0.9904,0.0011,0.0011,0.0011,0.0011
767,University technology transfer offices' capabilities in responding to societal challenges: lessons f,0,0.9912,0.9912,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
768,Best practices applicable as a means to ensure high quality of education at the EIE area,0,0.8811,0.8811,0.001,0.001,0.001,0.001,0.1031,0.001,0.001,0.009,0.001
769,ACADEMIC ENTREPRENEURS' ROLE IN SCIENCE-BASED COMPANIES.,3,0.6261,0.3666,0.0009,0.0009,0.6261,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
770,"Business as usual? Assessing the impact of the COVID-19 pandemic to research, development and innova",0,0.9845,0.9845,0.0009,0.0009,0.0009,0.0009,0.0084,0.0009,0.0009,0.0009,0.0009
771,Institutional logics and founders' identity orientation: Why academic entrepreneurs aspire lower ven,3,0.5315,0.4603,0.001,0.001,0.5315,0.001,0.001,0.001,0.001,0.001,0.001
772,"Lab, Gig or Enterprise? How scientist-inventors form nascent startup teams",0,0.6324,0.6324,0.0009,0.0009,0.0009,0.0009,0.3403,0.0213,0.0009,0.0009,0.0009
773,PERSPECTIVES FOR THE DEVELOPMENT OF ENTREPRENEURIAL POTENTIAL AMONG STUDENTS - FUTURE PEDAGOGUES,0,0.9917,0.9917,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
774,"Entrepreneurship and embeddedness: dynamic, processual and multi-layered perspectives",0,0.9757,0.9757,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027
775,Academic policy and entrepreneurship: a European perspective,0,0.5851,0.5851,0.0019,0.0019,0.0019,0.0019,0.3998,0.0019,0.0019,0.0019,0.0019
776,Critical Relational Community Building in Neoliberal Times,0,0.98,0.98,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022
777,TECHNOLOGY TRANSFER. INNOVATION SCENARIOS AND DIALOGICAL METRICS FORTHE CONSTRUCTION SECTOR,0,0.7825,0.7825,0.002,0.002,0.002,0.002,0.2015,0.002,0.002,0.002,0.002
778,Identifying the Key Motives of Academic Entrepreneurs in Sri Lanka,0,0.9842,0.9842,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
779,Empowering female entrepreneurs through university affiliation: evidence from Italian academic spino,3,0.7941,0.1995,0.0008,0.0008,0.7941,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
780,Delineating the anatomy of an entrepreneurial university: the Massachusetts Institute of Technology ,0,0.7782,0.7782,0.0007,0.0007,0.0007,0.0007,0.2161,0.0007,0.0007,0.0007,0.0007
781,From incubation to survivor: impact of selected internal resources on the post-entry performance of ,3,0.5725,0.3802,0.0007,0.0424,0.5725,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
782,"The international orientation of academic entrepreneurship: the role of relational, human and psycho",3,0.6084,0.2621,0.0008,0.0008,0.6084,0.0008,0.0008,0.0008,0.0008,0.124,0.0008
783,UNIVERSITY STRATEGIES FOR STUDENT INNOVATION AND ENTREPRENEURSHIP - A COMPARISON OF FOUR NORDIC UNIV,0,0.8459,0.8459,0.0005,0.0005,0.0005,0.0005,0.1505,0.0005,0.0005,0.0005,0.0005
784,"Citizen expectations of 'academic entrepreneurship' in health research: public science, practical be",0,0.9925,0.9925,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
785,Meet me at the backdoor: A multiple case study of academic entrepreneurs bypassing their technology ,0,0.5807,0.5807,0.0009,0.0009,0.0009,0.0009,0.412,0.0009,0.0009,0.0009,0.0009
786,Insights from the evaluations of the NIH Centers for Accelerated Innovation and Research Evaluation ,0,0.6381,0.6381,0.0008,0.0008,0.0008,0.0008,0.3559,0.0008,0.0008,0.0008,0.0008
787,Quality of research as source and signal: revisiting the valorization process beyond substitution vs,5,0.7613,0.2321,0.0008,0.0008,0.0008,0.0008,0.7613,0.0008,0.0008,0.0008,0.0008
788,Examining the minimal combined effects of gender and minoritized racial/ethnic identity among academ,0,0.8803,0.8803,0.0008,0.0008,0.1136,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
789,"Gender differences in academic entrepreneurship: experience, attitudes and outcomes among NSF I-CORP",0,0.8148,0.8148,0.0008,0.0008,0.1788,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
790,Rethinking the university system: toward the entrepreneurial university (the case of Italy),0,0.7655,0.7655,0.0009,0.0009,0.1292,0.0009,0.099,0.0009,0.0009,0.0009,0.0009
791,MYTH AND REALITY OF ENTREPRENEURIAL UNIVERSITIES IN IRAN,0,0.9935,0.9935,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
792,Information-based imitation of university commercialization strategies: The role of technology trans,5,0.9009,0.0009,0.0009,0.0009,0.0918,0.0009,0.9009,0.0009,0.0009,0.0009,0.0009
793,The role of entrepreneurship education and start-up experience for handling communication and liabil,0,0.8946,0.8946,0.0009,0.0009,0.0978,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
794,An inquiry into the linkages between university ecosystem and students' entrepreneurial intention an,0,0.9809,0.9809,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021
795,Navigating a Sea of Change: Identity Misalignment and Adaptation in Academic Entrepreneurship,0,0.9816,0.9816,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
796,Extended Abstract: Revisioning Academic Entrepreneurship at a Public Regional Comprehensive Universi,0,0.9816,0.9816,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
797,Why do academic scientists participate in academic entrepreneurship? An empirical investigation of d,0,0.982,0.982,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
798,"Entrepreneurship and embeddedness: process, context and theoretical foundations",0,0.9743,0.9743,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029
799,The relationship between academic patenting and scientific publishing in Norway,5,0.6476,0.0019,0.0019,0.0019,0.3373,0.0019,0.6476,0.0019,0.0019,0.0019,0.0019
800,What motivates academics to engage in industry? The role of spiritual and religious urges,0,0.975,0.975,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028
801,A Study of Key Indicators of Development for University-Based Entrepreneurship Ecosystems in Taiwan,0,0.7493,0.7493,0.0022,0.023,0.0957,0.0022,0.1186,0.0022,0.0022,0.0022,0.0022
802,Technology business incubation mechanisms and sustainable regional development,0,0.983,0.983,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019
803,Research and Academic Entrepreneurship: Technological Transfer in the Contexts of Digital Transition,0,0.9209,0.9209,0.0019,0.064,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019
804,The Role of Networks and Knowledge Conversion Capacity in the Development of Academic Spin-Offs,0,0.6772,0.6772,0.0023,0.0963,0.0023,0.0023,0.2103,0.0023,0.0023,0.0023,0.0023
805,The influence of human capital and perceived university support on patent applications of biomedical,0,0.4035,0.4035,0.0018,0.0018,0.22,0.0018,0.364,0.0018,0.0018,0.0018,0.0018
