Keyword,Z_Score,Recent_Avg_Freq,Historical_Avg_Freq,Total_Frequency,Is_Burst,Years_Active
INVOLVEMENT,1.0,0.5,0.0,1,False,1
DELONE,1.0,0.5,0.0,1,False,1
INNOVATION SYSTEMS-THEORY,1.0,0.5,0.0,1,False,1
BIBLIOMETRIC TOOLS,1.0,0.5,0.0,1,False,1
O32,1.0,0.5,0.0,1,False,1
FOOD ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
ONLINE START-UP COMMUNITIES,1.0,0.5,0.0,1,False,1
CIRCULAR ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
MIDDLE MANAGEMENT,1.0,0.5,0.0,1,False,1
DIGITAL INDUSTRY,1.0,0.5,0.0,1,False,1
MIDDLE MANAGEMENT INVOLVEMENT,1.0,0.5,0.0,1,False,1
INNOVATORS,1.0,0.5,0.0,1,False,1
HETEROGENEITY,1.0,0.5,0.0,1,False,1
NEW VENTURE GROWTH,1.0,0.5,0.0,1,False,1
STRATEGY PROCESS,1.0,0.5,0.0,1,False,1
TOP MANAGEMENT,1.0,0.5,0.0,1,False,1
TEAM COMPOSITION,1.0,0.5,0.0,1,False,1
KNOWLEDGE-BASED THEORY,1.0,0.5,0.0,1,False,1
FUNCTIONAL DIVERSITY,1.0,0.5,0.0,1,False,1
EXTERNAL SEARCH,1.0,0.5,0.0,1,False,1
DIGITAL TECHNOLOGY SEARCH DEPTH,1.0,0.5,0.0,1,False,1
EXPLORATORY DIGITAL TECHNOLOGY LEARNING,1.0,0.5,0.0,1,False,1
OPEN SEARCH STRATEGIES,1.0,0.5,0.0,1,False,1
DIGITAL ENVIRONMENT SUPPORT,1.0,0.5,0.0,1,False,1
EXPLOITATIVE DIGITAL TECHNOLOGY LEARNING (DTL),1.0,0.5,0.0,1,False,1
DIGITAL TECHNOLOGY SEARCH (DTS) BREADTH,1.0,0.5,0.0,1,False,1
AI TOOLS,1.0,0.5,0.0,1,False,1
CROATIA,1.0,0.5,0.0,1,False,1
FOOD TRUCKS,1.0,0.5,0.0,1,False,1
SOCIAL SKILL,1.0,0.5,0.0,1,False,1
CONFIANCE DANS LE PRODUIT,1.0,0.5,0.0,1,False,1
CAF & EACUTE,1.0,0.5,0.0,1,False,1
CLUSTERING,1.0,0.5,0.0,1,False,1
NEW AND OLD EU MEMBER STATES,1.0,0.5,0.0,1,False,1
ECONOMIC-CRISIS,1.0,0.5,0.0,1,False,1
MARKET VARIABILITY,1.0,0.5,0.0,1,False,1
L25,1.0,0.5,0.0,1,False,1
L22,1.0,0.5,0.0,1,False,1
SME PERFORMANCE,1.0,0.5,0.0,1,False,1
INTER-ORGANIZATIONAL COOPERATION,1.0,0.5,0.0,1,False,1
COMPETITIVE INTENSITY,1.0,0.5,0.0,1,False,1
FORECASTING,1.0,0.5,0.0,1,False,1
NEURAL NETWORK,1.0,0.5,0.0,1,False,1
MODELING,1.0,0.5,0.0,1,False,1
FELT OBLIGATION FOR CONSTRUCTIVE CHANGE,1.0,0.5,0.0,1,False,1
PRIOR ENTREPRENEURIAL EXPERIENCE,1.0,0.5,0.0,1,False,1
RIGHTS,1.0,0.5,0.0,1,False,1
SOCIAL MEDIA KNOWLEDGE COMPETENCE,1.0,0.5,0.0,1,False,1
DIGITAL ADVOCACY,1.0,0.5,0.0,1,False,1
PROHIBITIVE VOICE,1.0,0.5,0.0,1,False,1
PROMOTIVE VOICE,1.0,0.5,0.0,1,False,1
4-H,1.0,0.5,0.0,1,False,1
EXPORT PERFORMANCE,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL SYSTEM,1.0,0.5,0.0,1,False,1
DIGITAL SKILL ENDOWMENT,1.0,0.5,0.0,1,False,1
KNOWLEDGE SPILLOVER THEORY OF ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
DIGITAL KNOWLEDGE SPILLOVERS,1.0,0.5,0.0,1,False,1
INSTITUTIONAL CONDITIONS,1.0,0.5,0.0,1,False,1
DETERMINANTS OF ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
BUSINESS ENVIRONMENT,1.0,0.5,0.0,1,False,1
ENTREPRENEURSHIP DETERMINANTS,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL ATTRIBUTES,1.0,0.5,0.0,1,False,1
SECURING THE FINANCIAL STRUCTURE AND REVOLUTIONISING CHANGE,1.0,0.5,0.0,1,False,1
HIGH-GROWTH FIRMS,1.0,0.5,0.0,1,False,1
STAYING ENGAGED WITH CUSTOMERS,1.0,0.5,0.0,1,False,1
DELIBERATE STRATEGIES,1.0,0.5,0.0,1,False,1
DELIVERING SUCCESSFUL BUSINESS SOLUTIONS,1.0,0.5,0.0,1,False,1
SCALING UP ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
ARTICULATING SOCIAL CAPITAL,1.0,0.5,0.0,1,False,1
MANAGERIAL CAPABILITIES,1.0,0.5,0.0,1,False,1
NEW VENTURE STRATEGY,1.0,0.5,0.0,1,False,1
SMALL FIRM,1.0,0.5,0.0,1,False,1
FINANCING,1.0,0.5,0.0,1,False,1
SECI,1.0,0.5,0.0,1,False,1
NETWORKED KNOWLEDGE ECOSYSTEM,1.0,0.5,0.0,1,False,1
MIDDLE-CLASS,1.0,0.5,0.0,1,False,1
TRANSPORTATION INDUSTRY,1.0,0.5,0.0,1,False,1
BEST WORST METHOD (BWM),1.0,0.5,0.0,1,False,1
VEHICLE,1.0,0.5,0.0,1,False,1
PANEL DATA ANALYSIS,1.0,0.5,0.0,1,False,1
EUROPEAN UNION,1.0,0.5,0.0,1,False,1
ECONOMIC DISPARITIES,1.0,0.5,0.0,1,False,1
PANEL REGRESSION,1.0,0.5,0.0,1,False,1
NEW BUSINESS REGISTRATIONS.,1.0,0.5,0.0,1,False,1
GEOGRAPHY,1.0,0.5,0.0,1,False,1
EMPREENDEDORISMO DIGITAL,1.0,0.5,0.0,1,False,1
TENCES SOCIALES,1.0,0.5,0.0,1,False,1
INDIVIDUAL INTERVIEWS,1.0,0.5,0.0,1,False,1
CONSTRUCTION,1.0,0.5,0.0,1,False,1
SUSTAINABLE ENTREPRENEURIAL PERFORMANCE,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL BRICOLAGE,1.0,0.5,0.0,1,False,1
IMMIGRANTS,1.0,0.5,0.0,1,False,1
RETURNEE ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
BIBLIOSHINY,1.0,0.5,0.0,1,False,1
C88,1.0,0.5,0.0,1,False,1
C80,1.0,0.5,0.0,1,False,1
RETURNEE MIGRANT,1.0,0.5,0.0,1,False,1
R23,1.0,0.5,0.0,1,False,1
INTELLECTUAL STRUCTURE,1.0,0.5,0.0,1,False,1
FOCUS GROUPS,1.0,0.5,0.0,1,False,1
TEORIA DA ACEITA & CCEDIL,1.0,0.5,0.0,1,False,1
SALES,1.0,0.5,0.0,1,False,1
MICRO-LEVEL,1.0,0.5,0.0,1,False,1
PME,1.0,0.5,0.0,1,False,1
RIQUE,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAT NUM & EACUTE,1.0,0.5,0.0,1,False,1
PERCEIVED BENEFITS,1.0,0.5,0.0,1,False,1
LOCAL COFFEE,1.0,0.5,0.0,1,False,1
COMP & EACUTE,1.0,0.5,0.0,1,False,1
VALUATION,1.0,0.5,0.0,1,False,1
LOCAL,1.0,0.5,0.0,1,False,1
PRODUCT CONFIDENCE,1.0,0.5,0.0,1,False,1
RISK TAKING,1.0,0.5,0.0,1,False,1
PROACTIVENESS,1.0,0.5,0.0,1,False,1
COGNITIVE ANTECEDENTS,1.0,0.5,0.0,1,False,1
CYBERPRENEURSHIP,1.0,0.5,0.0,1,False,1
EMPREENDEDORISMO S & ECIRC,1.0,0.5,0.0,1,False,1
NIOR,1.0,0.5,0.0,1,False,1
EMPRENDIMIENTO SENIOR,1.0,0.5,0.0,1,False,1
DEMOGRAPHICS,1.0,0.5,0.0,1,False,1
& ATILDE,1.0,0.5,0.0,1,False,1
N TECNOL & OACUTE,1.0,0.5,0.0,1,False,1
O DE TECNOLOGIA,1.0,0.5,0.0,1,False,1
TEOR & IACUTE,1.0,0.5,0.0,1,False,1
PER & UACUTE,1.0,0.5,0.0,1,False,1
GICA,1.0,0.5,0.0,1,False,1
PERU,1.0,0.5,0.0,1,False,1
SENIOR ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
EMPRENDIMIENTO DIGITAL,1.0,0.5,0.0,1,False,1
A DE ACEPTACI & OACUTE,1.0,0.5,0.0,1,False,1
FAMILY-OWNED SMALL HOTELS,1.0,0.5,0.0,1,False,1
AI CAPABILITY,1.0,0.5,0.0,1,False,1
STRATEGIC FIT,1.0,0.5,0.0,1,False,1
INNOVATION AMBIDEXTERITY,1.0,0.5,0.0,1,False,1
M15,1.0,0.5,0.0,1,False,1
BRAND COMMUNITY,1.0,0.5,0.0,1,False,1
ONLINE COMMUNITY,1.0,0.5,0.0,1,False,1
VISIONARY,1.0,0.5,0.0,1,False,1
DFTZ,1.0,0.5,0.0,1,False,1
REASONED ACTION,1.0,0.5,0.0,1,False,1
TRUST AND SATISFACTION,1.0,0.5,0.0,1,False,1
INNOVATION MINDSET,1.0,0.5,0.0,1,False,1
EXPENDITURE ON S&T DEVELOPMENT,1.0,0.5,0.0,1,False,1
TOURISM COLLABORATION,1.0,0.5,0.0,1,False,1
COMMONS,1.0,0.5,0.0,1,False,1
PROCESS MANAGEMENT,1.0,0.5,0.0,1,False,1
ROUTINES,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL MINDSET,1.0,0.5,0.0,1,False,1
AMBIDEXTROUS CAPABILITIES,1.0,0.5,0.0,1,False,1
INFLATION,1.0,0.5,0.0,1,False,1
INNOVATIVE DEVELOPMENT,1.0,0.5,0.0,1,False,1
ECONOMETRIC ANALYSIS,1.0,0.5,0.0,1,False,1
ECONOMIC POTENTIAL,1.0,0.5,0.0,1,False,1
CORRELATION-REGRESSION ANALYSIS,1.0,0.5,0.0,1,False,1
TIME FACTOR,1.0,0.5,0.0,1,False,1
INDICATOR,1.0,0.5,0.0,1,False,1
R&D,1.0,0.5,0.0,1,False,1
GDP,1.0,0.5,0.0,1,False,1
REGIONAL INNOVATION SYSTEM,1.0,0.5,0.0,1,False,1
STAKEHOLDER COLLABORATION,1.0,0.5,0.0,1,False,1
PENTAHELIX MODEL,1.0,0.5,0.0,1,False,1
REGIONAL INNOVATION SYSTEMS,1.0,0.5,0.0,1,False,1
FOUNDERS' CHARACTERISTICS,1.0,0.5,0.0,1,False,1
DIGITAL PLATFORM START-UPS,1.0,0.5,0.0,1,False,1
DYNAMIC COMPETITION,1.0,0.5,0.0,1,False,1
EXTERNAL ENVIRONMENT FACTORS,1.0,0.5,0.0,1,False,1
ECONOMIC-FREEDOM,1.0,0.5,0.0,1,False,1
EDUCATIONAL INNOVATION,1.0,0.5,0.0,1,False,1
COMPARATIVE STUDY,1.0,0.5,0.0,1,False,1
SCIENTIFIC ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
COMPLEX THINKING,1.0,0.5,0.0,1,False,1
PERSONS WITH DISABILITIES,1.0,0.5,0.0,1,False,1
REMOTE WORK COMPETENCIES,1.0,0.5,0.0,1,False,1
SUSTAINABLE DEVELOPMENT GOALS (SDGS),1.0,0.5,0.0,1,False,1
DESTINATION BRAND EQUITY,1.0,0.5,0.0,1,False,1
ADVERTISING,1.0,0.5,0.0,1,False,1
CHATBOT INTERACTIVE MARKETING,1.0,0.5,0.0,1,False,1
STIMULUS-ORGANISM-RESPONSE MODEL,1.0,0.5,0.0,1,False,1
DIGITAL ENTREPRENEURIAL BEHAVIOR,1.0,0.5,0.0,1,False,1
CONVERSATIONAL AI,1.0,0.5,0.0,1,False,1
EDUCATIONAL BMDT,1.0,0.5,0.0,1,False,1
CONVERSATIONAL AGENT,1.0,0.5,0.0,1,False,1
ALGORITHM,1.0,0.5,0.0,1,False,1
INTERNET MARKETING,1.0,0.5,0.0,1,False,1
SUPPORT VECTOR MACHINE (SVM),1.0,0.5,0.0,1,False,1
CHAID,1.0,0.5,0.0,1,False,1
DATA MINING,1.0,0.5,0.0,1,False,1
FNN,1.0,0.5,0.0,1,False,1
LOGISTIC-REGRESSION,1.0,0.5,0.0,1,False,1
QUEST,1.0,0.5,0.0,1,False,1
STRUCTURAL EQUATION MODELING,1.0,0.5,0.0,1,False,1
ECONOMICS AND DEVELOPMENT,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL INTENTIONS,1.0,0.5,0.0,1,False,1
ECONOMIC PSYCHOLOGY,1.0,0.5,0.0,1,False,1
NONPARAMETRIC FRONTIER MODELS,1.0,0.5,0.0,1,False,1
COMPLEMENTORS,1.0,0.5,0.0,1,False,1
SELF-ASSESSMENT,1.0,0.5,0.0,1,False,1
INFORMATION & COMMUNICATION TECHNOLOGY,1.0,0.5,0.0,1,False,1
FINANCIAL BEHAVIOR,1.0,0.5,0.0,1,False,1
CONFIRMATORY FACTOR-ANALYSIS,1.0,0.5,0.0,1,False,1
UNIVERSITY SUPPORT,1.0,0.5,0.0,1,False,1
STUDENT CREATIVITY,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL FIRMS,1.0,0.5,0.0,1,False,1
REPRESENTATION,1.0,0.5,0.0,1,False,1
SUSTAINABLE PERFORMANCE,1.0,0.5,0.0,1,False,1
FOREST,1.0,0.5,0.0,1,False,1
TECHNOLOGY SCOPE,1.0,0.5,0.0,1,False,1
CONSTRUAL-LEVEL THEORY,1.0,0.5,0.0,1,False,1
BALANCED ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
BUSINESS NARRATIVES,1.0,0.5,0.0,1,False,1
DEPENDENCY,1.0,0.5,0.0,1,False,1
PRODUCER-AUDIENCE CONVERGENCE,1.0,0.5,0.0,1,False,1
CONSTRUAL LEVEL THEORY,1.0,0.5,0.0,1,False,1
UNIVERSITIES,1.0,0.5,0.0,1,False,1
CLIMATE-CHANGE,1.0,0.5,0.0,1,False,1
PSYCHOLOGICAL DISTANCE,1.0,0.5,0.0,1,False,1
ORGANIZING VISION,1.0,0.5,0.0,1,False,1
EMBEDDED AGENCY,1.0,0.5,0.0,1,False,1
INSTITUTIONAL LOGICS,1.0,0.5,0.0,1,False,1
ORGANIZATIONAL ROUTINES,1.0,0.5,0.0,1,False,1
ELECTRONIC HEALTH RECORDS,1.0,0.5,0.0,1,False,1
MEDICAL-RECORDS,1.0,0.5,0.0,1,False,1
AND PERCEIVED BEHAVIORAL CONTROL,1.0,0.5,0.0,1,False,1
FINANCIAL ATTITUDE,1.0,0.5,0.0,1,False,1
WORLDWIDE,1.0,0.5,0.0,1,False,1
NEW BUSINESS REGISTRATION,1.0,0.5,0.0,1,False,1
AI LITERACY,1.0,0.5,0.0,1,False,1
SOCIAL COGNITIVE CAREER THEORY,1.0,0.5,0.0,1,False,1
AI SELF-EFFICACY,1.0,0.5,0.0,1,False,1
TAOBAO VILLAGES,1.0,0.5,0.0,1,False,1
NATIONAL E-COMMERCE DEMONSTRATION CITY CONSTRUCTION,1.0,0.5,0.0,1,False,1
INCLUSIVE EFFECT,1.0,0.5,0.0,1,False,1
RURAL HOUSEHOLDS,1.0,0.5,0.0,1,False,1
E-COMMERCE DEVELOPMENT,1.0,0.5,0.0,1,False,1
DIGITAL ACTIONS,1.0,0.5,0.0,1,False,1
NARRATIVES,1.0,0.5,0.0,1,False,1
CHALLENGE,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL STORYTELLING,1.0,0.5,0.0,1,False,1
DIGITAL INNOVATION SOURCING,1.0,0.5,0.0,1,False,1
CREATIVE ECONOMY,1.0,0.5,0.0,1,False,1
UNIVERSAL ACCESSIBILITY,1.0,0.5,0.0,1,False,1
VIRTUAL MUSEOGRAPHY,1.0,0.5,0.0,1,False,1
DIGITAL HERITAGE,1.0,0.5,0.0,1,False,1
STUDENTS' ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
LARGE LANGUAGE MODELS,1.0,0.5,0.0,1,False,1
OPPORTUNITY RECOGNITION CAPABILITY,1.0,0.5,0.0,1,False,1
SUSTAINABILITY PRACTICES,1.0,0.5,0.0,1,False,1
MARKET COMPETITION,1.0,0.5,0.0,1,False,1
SOCIAL ENTREPRENEURSHIP INITIATIVE,1.0,0.5,0.0,1,False,1
EMPLOYMENT INCLUSION,1.0,0.5,0.0,1,False,1
WORKPLACE,1.0,0.5,0.0,1,False,1
PROACTIVE MARKET ORIENTATION,1.0,0.5,0.0,1,False,1
MIDDLE EAST,1.0,0.5,0.0,1,False,1
MANUFACTURING INDUSTRY,1.0,0.5,0.0,1,False,1
HIGH -QUALITY DEVELOPMENT,1.0,0.5,0.0,1,False,1
BUSINESS GROWTH AND ENTREPRENEURIAL ECOSYSTEM,1.0,0.5,0.0,1,False,1
E-ENTREPRENEURIAL INNOVATION,1.0,0.5,0.0,1,False,1
MYTHS,1.0,0.5,0.0,1,False,1
FEMINIST THEORY,1.0,0.5,0.0,1,False,1
LATIN-AMERICA,1.0,0.5,0.0,1,False,1
SOLO ENTREPRENEURS,1.0,0.5,0.0,1,False,1
ERVIN GOFFMAN,1.0,0.5,0.0,1,False,1
IDENTITY RESEARCH,1.0,0.5,0.0,1,False,1
QATAR,1.0,0.5,0.0,1,False,1
BALANCED SCORECARD,1.0,0.5,0.0,1,False,1
ORIENTATIONS,1.0,0.5,0.0,1,False,1
CONCEPTUAL FRAMEWORK,1.0,0.5,0.0,1,False,1
SOCIO-TECH ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
MANAGEMENT AND ACCOUNTING,1.0,0.5,0.0,1,False,1
GENDER STUDIES - SOC SCI,1.0,0.5,0.0,1,False,1
AFCFTA,1.0,0.5,0.0,1,False,1
TRADE,1.0,0.5,0.0,1,False,1
OCCUPATIONAL CHOICE,1.0,0.5,0.0,1,False,1
DIGITAL CONTEXT,1.0,0.5,0.0,1,False,1
START-UP COSTS,1.0,0.5,0.0,1,False,1
BEING ENTREPRENEUR,1.0,0.5,0.0,1,False,1
LATENT ENTREPRENEURS,1.0,0.5,0.0,1,False,1
L14,1.0,0.5,0.0,1,False,1
036,1.0,0.5,0.0,1,False,1
KNOWLEDGE DYNAMIC CAPABILITIES,1.0,0.5,0.0,1,False,1
DIGITAL ENTREPRENEURSHIP ECOSYSTEM EMBEDDEDNESS,1.0,0.5,0.0,1,False,1
PAST RESEARCH,1.0,0.5,0.0,1,False,1
NEED FOR ACHIEVEMENT,1.0,0.5,0.0,1,False,1
CONSTRUCT,1.0,0.5,0.0,1,False,1
INNOVATION CONVICTION,1.0,0.5,0.0,1,False,1
WOMEN'S ENTREPRENEURIAL SUCCESS,1.0,0.5,0.0,1,False,1
INNOVATION CREED,1.0,0.5,0.0,1,False,1
FAMILY FIRMS,1.0,0.5,0.0,1,False,1
ONLINE BUSINESS MODELS,1.0,0.5,0.0,1,False,1
ENTREPRENEURSHIP THROUGH ACQUISITION,1.0,0.5,0.0,1,False,1
BUY-INS,1.0,0.5,0.0,1,False,1
WEBSITE OWNERSHIP,1.0,0.5,0.0,1,False,1
SEARCH FUNDS,1.0,0.5,0.0,1,False,1
SUCCESSION,1.0,0.5,0.0,1,False,1
THE THEORY OF PLANNED BEHAVIOR,1.0,0.5,0.0,1,False,1
SOCIAL ENTREPRENEURIAL INTENTION,1.0,0.5,0.0,1,False,1
PREDICTION,1.0,0.5,0.0,1,False,1
ADOLESCENTS,1.0,0.5,0.0,1,False,1
RISK PROPENSITY,1.0,0.5,0.0,1,False,1
MECHANISM,1.0,0.5,0.0,1,False,1
BOUNDARY SPANNING,1.0,0.5,0.0,1,False,1
GREEN SUSTAINABILITY,1.0,0.5,0.0,1,False,1
ICT START-UPS,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL OPPORTUNITY DEVELOPMENT,1.0,0.5,0.0,1,False,1
LATENT ENTREPRENEURIAL TRANSITION,1.0,0.5,0.0,1,False,1
INNOVATIVE USE OF GENAI,1.0,0.5,0.0,1,False,1
INDUSTRY/INNOVATION AND INFRASTRUCTURE/VIRTUAL TEAM,1.0,0.5,0.0,1,False,1
ORGANIZATIONAL IMPROVISATION,1.0,0.5,0.0,1,False,1
EXPLOITATIVE INNOVATION,1.0,0.5,0.0,1,False,1
DESTINATION COMPETITIVENESS,1.0,0.5,0.0,1,False,1
ABSORPTIVE CAPACITY,1.0,0.5,0.0,1,False,1
TECHNOLOGICAL ORIENTATION,1.0,0.5,0.0,1,False,1
ORGANIZATIONAL RESEARCH,1.0,0.5,0.0,1,False,1
CUSTOMER ORIENTATION,1.0,0.5,0.0,1,False,1
INTERPRETIVE PHENOMENOLOGICAL APPROACH,1.0,0.5,0.0,1,False,1
FACILITATING CONDITIONS,1.0,0.5,0.0,1,False,1
INTERNET ENTREPRENEURSHIP INTENTION,1.0,0.5,0.0,1,False,1
SOCIAL MEDIA CAPITAL,1.0,0.5,0.0,1,False,1
RESOURCE CONSTRAINTS,1.0,0.5,0.0,1,False,1
DIGITAL INNOVATION PERFORMANCE,1.0,0.5,0.0,1,False,1
ROUTINE USE OF GENAI,1.0,0.5,0.0,1,False,1
KNOWLEDGE WORKER PRODUCTIVITY,1.0,0.5,0.0,1,False,1
ONLINE MUSIC EDUCATION,1.0,0.5,0.0,1,False,1
MUSICPRENEUR,1.0,0.5,0.0,1,False,1
BRANDING,1.0,0.5,0.0,1,False,1
PUBLIC MUSIC THEORY,1.0,0.5,0.0,1,False,1
PORTFOLIO CAREER,1.0,0.5,0.0,1,False,1
MUSIC INFLUENCERS,1.0,0.5,0.0,1,False,1
MUSIC THEORY PEDAGOGY,1.0,0.5,0.0,1,False,1
MUSIC LESSONS,1.0,0.5,0.0,1,False,1
DECENT WORK AND ECONOMIC GROWTH/UN SDG 9,1.0,0.5,0.0,1,False,1
BUSINESS/HYBRID/MANAGEMENT/REMOTE TEAM/UN SDG 8,1.0,0.5,0.0,1,False,1
WOMEN ENTREPRENEUR,1.0,0.5,0.0,1,False,1
GENDER DIGITAL DIVIDE,1.0,0.5,0.0,1,False,1
GAP,1.0,0.5,0.0,1,False,1
DIGITAL COMPETENCY,1.0,0.5,0.0,1,False,1
CITY CLUSTERS IN THE MIDDLE REACHES OF THE,1.0,0.5,0.0,1,False,1
DIGITAL TECHNOLOGY INNOVATION,1.0,0.5,0.0,1,False,1
LAND ECOLOGICAL SECURITY,1.0,0.5,0.0,1,False,1
YANGTZE RIVER,1.0,0.5,0.0,1,False,1
SMALL BUSINESSES,1.0,0.5,0.0,1,False,1
RETHINKING,1.0,0.5,0.0,1,False,1
SOCIOMATERIALITY,1.0,0.5,0.0,1,False,1
ICT ADOPTION,1.0,0.5,0.0,1,False,1
DIGITAL ENTREPRENEURIAL MARKETING,1.0,0.5,0.0,1,False,1
PREMIUM FIT,1.0,0.5,0.0,1,False,1
FREEMIUM BUSINESS MODEL,1.0,0.5,0.0,1,False,1
M31,1.0,0.5,0.0,1,False,1
PRICE,1.0,0.5,0.0,1,False,1
DIGITAL BUSINESSES,1.0,0.5,0.0,1,False,1
DIGITAL MATURITY,1.0,0.5,0.0,1,False,1
DIGITAL TRANSFORMATION STRATEGY,1.0,0.5,0.0,1,False,1
ORGANIZATIONAL CHANGE,1.0,0.5,0.0,1,False,1
GREEK BUSINESS ENVIRONMENT,1.0,0.5,0.0,1,False,1
INTELLIGENCE,1.0,0.5,0.0,1,False,1
PRE-SCHOOL CHILDREN,1.0,0.5,0.0,1,False,1
ENGLISH EDUCATION,1.0,0.5,0.0,1,False,1
ATTITUDE,1.0,0.5,0.0,1,False,1
PERCEIVED EASE,1.0,0.5,0.0,1,False,1
TECHNOLOGY-ORGANIZATION-ENVIRONMENT (TOE),1.0,0.5,0.0,1,False,1
SOCIAL MEDIA INFLUENCER,1.0,0.5,0.0,1,False,1
DIGITAL SPACES,1.0,0.5,0.0,1,False,1
IMPLEMENTATION STRATEGIES,1.0,0.5,0.0,1,False,1
RESOURCE-CONSTRAINED SETTINGS,1.0,0.5,0.0,1,False,1
ARTIFICIAL INTELLIGENCE (AI),1.0,0.5,0.0,1,False,1
CURRICULUM,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL EXPERIENCE,1.0,0.5,0.0,1,False,1
MOMPRENEURSHIP,1.0,0.5,0.0,1,False,1
SCALABILITY,1.0,0.5,0.0,1,False,1
DRIVING MECHANISM,1.0,0.5,0.0,1,False,1
EMPOWERING MECHANISM,1.0,0.5,0.0,1,False,1
SUSTAINABLE START-UPS,1.0,0.5,0.0,1,False,1
RESPONSIBILITY,1.0,0.5,0.0,1,False,1
WOMEN'S DIGITAL ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
RISK DISCLOSURE,1.0,0.5,0.0,1,False,1
TEXT ANALYSIS,1.0,0.5,0.0,1,False,1
DIGITAL TECHNOLOGY VENTURES,1.0,0.5,0.0,1,False,1
TEXT MINING,1.0,0.5,0.0,1,False,1
PUBLIC VALUE,1.0,0.5,0.0,1,False,1
CO-DESIGN DIGITAL TWINS,1.0,0.5,0.0,1,False,1
QUALITATIVE STUDY,1.0,0.5,0.0,1,False,1
MENA REGION,1.0,0.5,0.0,1,False,1
PERCEIVED BEHAVIOURAL CONTROL,1.0,0.5,0.0,1,False,1
ATTITUDES TOWARDS DIGITAL ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
INTRINSIC AND EXTRINSIC MOTIVATION,1.0,0.5,0.0,1,False,1
SUCCESSS,1.0,0.5,0.0,1,False,1
DIGITAL IMPLEMENTATION,1.0,0.5,0.0,1,False,1
CONTEXTUALIZATION,1.0,0.5,0.0,1,False,1
COOPETITIVE AFFORDANCE,1.0,0.5,0.0,1,False,1
CONNECTIVE AFFORDANCES,1.0,0.5,0.0,1,False,1
LEGITIMACY BUILDING,1.0,0.5,0.0,1,False,1
DIGITAL ENGAGEMENT,1.0,0.5,0.0,1,False,1
NEW-VENTURE PERFORMANCE,1.0,0.5,0.0,1,False,1
ECONOMIES,1.0,0.5,0.0,1,False,1
AGRIFOOD,1.0,0.5,0.0,1,False,1
UNIFIED THEORY,1.0,0.5,0.0,1,False,1
INTERNET BANKING,1.0,0.5,0.0,1,False,1
SHARING-ECONOMY,1.0,0.5,0.0,1,False,1
DIGITAZATION,1.0,0.5,0.0,1,False,1
EDUCATIONAL NEEDS,1.0,0.5,0.0,1,False,1
ECONOMIC COMPETITION,1.0,0.5,0.0,1,False,1
TRAINING COURSES,1.0,0.5,0.0,1,False,1
QUESTIONNAIRES,1.0,0.5,0.0,1,False,1
TARGETING CUSTOMER,1.0,0.5,0.0,1,False,1
GUIDELINES,1.0,0.5,0.0,1,False,1
ADAPTATION TO SMARTPHONES,1.0,0.5,0.0,1,False,1
EDUCATION STUDIES,1.0,0.5,0.0,1,False,1
EDUCATIONAL PSYCHOLOGY,1.0,0.5,0.0,1,False,1
"BALAN SUNDARAKANI, UNIVERSITY OF WOLLONGONG IN DUBAI FACULTY OF BUSINESS, UNITED ARAB EMIRATES",1.0,0.5,0.0,1,False,1
ON-DEMAND SERVICE INNOVATION,1.0,0.5,0.0,1,False,1
MARKETING PERFORMANCE,1.0,0.5,0.0,1,False,1
CARTOGRAPHIC,1.0,0.5,0.0,1,False,1
INFORMATION TECHNOLOGY CULTURE,1.0,0.5,0.0,1,False,1
TECHNOLOGY ORIENTATION AND SAUDI ARABIA,1.0,0.5,0.0,1,False,1
DIGITAL SHIELDING,1.0,0.5,0.0,1,False,1
DIGITAL CURATING,1.0,0.5,0.0,1,False,1
SOCIAL CHANGE,1.0,0.5,0.0,1,False,1
LINKING,1.0,0.5,0.0,1,False,1
GREEN HRM PRACTICES,1.0,0.5,0.0,1,False,1
COMMUNITIES OF INQUIRY,1.0,0.5,0.0,1,False,1
